"RGcgc_ApprovalNo","RGcgc_PrevApprovalNo","RGcgc_ApprovalItemCode","RGcgc_ExecScheduledDate","RGcgc_RepaymentLimitDay","RGcgc_CommodityCode","RGcgc_SecurityCode","RGcgc_ExecScheduledMoney","RGcgc_InterestRate","RGcgc_InterestRateApplyDvsn","RGcgc_InterestSupplyRate","RGcgc_VariableInterestCode","RGcgc_SlideRange","RGcgc_StandardSpread","RGcgc_RepaymentWayCode","RGcgc_RepayIntervalCode","RGcgc_RepaymentInterestCode","RGcgc_RepayInterestIntrvlCode","RGcgc_FirstRepayInterestDate","RGcgc_FirstRepayDate","RGcgc_BeforeExecMoney","RGcgc_BeforeInterestRate","RGcgc_RootManagementNo","RGcgc_BonusTotalMoney","RGcgc_FixedContractualRate","RGcgc_VariableContractualRate","RGcgc_StepRateAppliedDate","RGcgc_StepRate","RGcgc_StepPeriod","RGcgc_CapitalUseDetailDivision","RGcgc_RepayDay","RGcgc_FractionDivision","RGcgc_DeferInterestIntrvlCode","RGcgc_RepayCount1","RGcgc_EveryRepayMoney2","RGcgc_BonusRepayMoney","RGcgc_BonusRepayCount","RGcgc_BonusBeginDate","RGcgc_BonusMonth1","RGcgc_BonusMonth2","RGcgc_StartRepayDate1","RGcgc_RepayDay1","RGcgc_LastRepayDate1","RGcgc_RepayIntervalCode1","RGcgc_IncreaseDecreaseMoney1","RGcgc_StartRepayDate2","RGcgc_RepayDay2","RGcgc_LastRepayDate2","RGcgc_RepayIntervalCode2","RGcgc_IncreaseDecreaseMoney2","RGcgc_StartRepayDate3","RGcgc_RepayDay3","RGcgc_LastRepayDate3","RGcgc_RepayIntervalCode3","RGcgc_IncreaseDecreaseMoney3","RGcgc_StartRepayDate4","RGcgc_RepayDay4","RGcgc_LastRepayDate4","RGcgc_RepayIntervalCode4","RGcgc_IncreaseDecreaseMoney4","RGcgc_StartRepayDate5","RGcgc_RepayDay5","RGcgc_LastRepayDate5","RGcgc_RepayIntervalCode5","RGcgc_IncreaseDecreaseMoney5","RGcgc_EveryRepayMoney3","RGcgc_ApprovalTypeCode","RGcgc_CapitalUseDivision","RGcgc_JikkouDate","RGcgc_TanpoKubun","RGcgc_KyokudoFlg","RGcgc_AccruedDelayInterest","RGcgc_BillLimitDate","RGcgc_InterestSettledDate","RGcgc_FixInerestTerm","RGcgc_InerestSelectDivision","RGcgc_ResponsibilityDivision","RGcgc_RepaymentDivision","RGcgc_BNSOldRateInterest","RGcgc_BNSSumFlag","RGcgc_BNSAccruedTMoney","RGcgc_BNSAccruedIMoney","RGcgc_RegularProfitMargin","RGcgc_DelayInterestMoney","RGcgc_DelayInterestCalcEndDate","RGcgc_ManagemntCreditFlag","RGcgc_TimeLimitExStopFlag","RGcgc_InterestApplyStartDiv","RGcgc_PrincipalCounterItem","RGcgc_InterestCounterItem","RGcgc_PrcpInterestCollDate","RGcgc_NowConditionStartDate","RGcgc_RegularInterestEndDate","RGcgc_AccountStartDate","RGcgc_FinalHolidayRevisedDiv","RGcgc_NextInterestSelectDiv","RGcgc_NextInterestMoney","RGcgc_NextRate","RGcgc_NextRateApplyDate","RGcgc_ExecuteStopFlag","RGcgc_SyokaiRibaraiDate","RGcgc_ConsumerLoanFlag","RGcgc_ConditionChangeDate","RGcgc_ConditionChangeFlag","RGcgc_LastRepayInterestDate","RGcgc_LastRateEndDate","RGcgc_OverdraftInterestMoney","RGcgc_PaymentInSubrogationFlag","RGcgc_AdditionalInterestMoney","RGcgc_NotFixedFormSumMoney","RGcgc_InsideAmount","RGcgc_FloatingLowerRate","RGcgc_AccruedDelayMoney","RGcgc_AccruedTMoney","RGcgc_AccruedIMoney","RGcgc_ReturnInterestMoney","RGcgc_TreatProfitMargin","RGcgc_InterestCollectedEndDate","RGcgc_InterestCollectedDate","RGcgc_InterestCalcDate","RGcgc_LatestCalcMoveDate","RGcgc_Rollover","RGcgc_GroupInsuranceDivision","RGcgc_FloatingUpperRate","RGcgc_InstallmentChangeDiv","RGcgc_InstallmentBaseYears","RGcgc_RegularInterestCount","RGcgc_NoFloatingBDivideFlag","RGcgc_SyokaiHensaiDate","RGcgc_LastLimitDate","RGcgc_FinalDivideExecuteDate","RGcgc_KyokudonaiZandaka","RGcgc_KyokudoZandaka","RGcgc_KijituTo","InsertDateTime","InsertUserNo","UpdateDateTime","UpdateUserNo"
"24300024","52471151","R_RINGIKAMOKU33","20240708","20340731","52200","4050",37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240801","20240801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353",,"R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,"20241001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"20240801",,,,,,2024/09/19 15:17:32.167,"10001       ",2024/09/19 15:17:32.167,"10001       "
"24300034","52471888","R_RINGIKAMOKU33","20250708","20350708","52200",,37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250801","20250801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","08","R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,"20250808",,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250801",,,,,,2024/11/21 13:58:15.300,"10001       ",2024/11/21 13:58:15.300,"10001       "
"24300055","52471777","R_RINGIKAMOKU33","20250708","20350708","52200",,37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250801","20250801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","08","R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,"20250808",,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250801",,,,,,2025/02/10 13:54:09.120,"10001       ",2025/02/10 13:54:09.120,"10001       "
"24300056","52471777","R_RINGIKAMOKU33","20250708","20350708","52200",,37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250801","20250801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","08","R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,"20250808",,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250801",,,,,,2025/02/10 14:02:32.590,"10001       ",2025/02/10 14:02:32.590,"10001       "
"24300057","52471777","R_RINGIKAMOKU33","20250708","20350708","52200",,37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250801","20250801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","08","R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,"20250808",,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250801",,,,,,2025/02/10 14:07:36.087,"10001       ",2025/02/10 14:07:36.087,"10001       "
"24300058","52471777","R_RINGIKAMOKU33","20250708","20350708","52200",,37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250801","20250801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","08","R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,"20250808",,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250801",,,,,,2025/02/10 14:51:14.167,"10001       ",2025/02/10 14:51:14.167,"10001       "
"24300061","52471777","R_RINGIKAMOKU33","20250708","20350708","52200",,37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250801","20250801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","08","R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,"20250808",,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250801",,,,,,2025/02/12 9:56:08.067,"10001       ",2025/02/12 9:56:08.067,"10001       "
"25300009","25300006","R_RINGIKAMOKU40","20250805","20260805","03",,1250000,3.99900,"R_RIRITUTEKI51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4",,,"10",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,1250000,"20260805",2025/05/28 13:55:03.190,"10001       ",2025/05/28 13:55:03.190,"10001       "
"25300010","25300007","R_RINGIKAMOKU33","20250731","20600731","52131","4050",10900000,0.80000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250831","20250831",,,,,-1.80000,-2.10000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,420,29763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250831",,,,,,2025/05/29 10:04:04.603,"10001       ",2025/05/29 10:04:04.603,"10001       "
"25300012","25300005","R_RINGIKAMOKU33","20250731","20600731","52131","4050",10900000,0.80000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250831","20250831",,,,,-1.80000,-2.10000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,420,29763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20250731",,"R_KINRIKBN7",,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250831",,,,,,2025/05/29 16:18:48.147,"10001       ",2025/05/29 16:18:48.147,"10001       "
"25300015","25300005","R_RINGIKAMOKU33","20250731","20600731","52131","4050",10900000,0.80000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20250831","20250831",,,,,-1.80000,-2.10000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,420,29763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20250731",,"R_KINRIKBN7",,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20250831",,,,,,2025/05/30 11:08:31.910,"10001       ",2025/05/30 11:08:31.910,"10001       "
"25300207","25300122","R_RINGIKAMOKU33","20251114","20260706","10001","1001",1000000,3.00000,,,"R_RIRITUHENDO01",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20251206","20251206",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM230","06","R_ADJHASU2",,8,130110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20251206",,,,,,2025/11/06 10:35:36.617,"10091       ",2025/11/06 10:35:36.617,"10091       "
"25300242","18300027","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/11/28 14:06:03.143,"9999999999  ",2025/11/28 14:06:03.143,"9999999999  "
"25300250","18300027","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/11/28 17:48:44.183,"9999999999  ",2025/11/28 17:48:44.183,"9999999999  "
"25300317","25300288","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/08 10:43:10.300,"9999999999  ",2025/12/08 10:43:10.300,"9999999999  "
"25300324","25300287","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/08 13:11:02.367,"9999999999  ",2025/12/08 13:11:02.367,"9999999999  "
"25300326","25300319","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/08 17:12:15.357,"9999999999  ",2025/12/08 17:12:15.357,"9999999999  "
"25300328","25300320","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/09 10:04:10.390,"9999999999  ",2025/12/09 10:04:10.390,"9999999999  "
"25300345","25300321","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/10 14:41:49.527,"9999999999  ",2025/12/10 14:41:49.527,"9999999999  "
"25300350","25300322","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/10 15:40:06.627,"9999999999  ",2025/12/10 15:40:06.627,"9999999999  "
"25300354","25300323","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/10 16:55:12.240,"9999999999  ",2025/12/10 16:55:12.240,"9999999999  "
"25300367","19300145","R_RINGIKAMOKU33","20201125","20271101","60231","4050",100000,0.03000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20201206","20210106",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU2",,20,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20210106",,,,,,2025/12/15 10:51:20.263,"0010000001  ",2025/12/15 10:51:20.263,"0010000001  "
"25300382","25300320","R_RINGIKAMOKU33","20180730","20271101","10001","4029",10000,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/16 14:26:26.793,"0010000001  ",2025/12/16 14:26:26.793,"0010000001  "
"25300384","25300323","R_RINGIKAMOKU33","20180730","20271101","10001","4029",10000,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2025/12/16 15:03:55.443,"9999999999  ",2025/12/16 15:03:55.443,"9999999999  "
"25300396","25300394","R_RINGIKAMOKU32","20251230","20271230",,,1000000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/12/16 17:35:06.820,"0010000001  ",2025/12/16 17:35:06.820,"0010000001  "
"25300397","25300396","R_RINGIKAMOKU32","20251230","20271230",,,1100000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/12/16 18:31:10.730,"0010000001  ",2025/12/16 18:31:10.730,"0010000001  "
"25300505","25300397","R_RINGIKAMOKU32","20260130","20271230",,,1000000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/01/14 16:51:55.093,"0010000001  ",2026/01/14 16:51:55.093,"0010000001  "
"25300510","25300397","R_RINGIKAMOKU32","20260130","20271230",,,1000000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/01/14 19:05:28.967,"0010000001  ",2026/01/14 19:05:28.967,"0010000001  "
"25300513","25300491","R_RINGIKAMOKU33","20270113","20270904","10001","1001",1000000,3.00000,,,"R_RIRITUHENDO01",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20270204","20270204",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM230","04","R_ADJHASU2",,8,130110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20270204",,,,,,2026/01/14 19:31:37.170,"10001       ",2026/01/14 19:31:37.170,"10001       "
"25300517","25300510","R_RINGIKAMOKU32","20260130","20271230",,,1000000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/01/14 20:45:36.657,"0010000001  ",2026/01/14 20:45:36.657,"0010000001  "
"25300523","25300510","R_RINGIKAMOKU32","20260130","20271230",,,1000000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/01/15 18:54:28.110,"0010000001  ",2026/01/15 18:54:28.110,"0010000001  "
"25300528","25300523","R_RINGIKAMOKU32","20260130","20271230",,,1000000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/01/16 15:11:07.190,"0010000001  ",2026/01/16 15:11:07.190,"0010000001  "
"25300669","25300523","R_RINGIKAMOKU32","20260130","20271230",,,1000000,0.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/01/29 10:37:03.993,"0010000001  ",2026/01/29 10:37:03.993,"0010000001  "
