"RGlap_ApprovalNo","RGlap_CustomerId","RGlap_ApprovalTypeCode","RGlap_DealingTypeCode","RGlap_ApprovalItemCode","RGlap_LmtApprovalNo","RGlap_LmtMoney","RGlap_LmtMrgMoney","RGlap_LmtMrgCalcBaseDate","RGlap_LmtStartDate","RGlap_LmtEndDate","RGlap_LmtInterestRate","RGlap_RequestReceiptNo","RGlap_PrevApprovalNo","RGlap_OriginalApprovalNo","RGlap_SettAuthorityCode","RGlap_ExecScheduledDate","RGlap_RepaymentLimitDay","RGlap_CommodityCode","RGlap_SecurityDivision","RGlap_ExecScheduledMoney","RGlap_InterestRate","RGlap_InterestRateApplyType","RGlap_InterestSupplyRate","RGlap_VariableInterestCode","RGlap_SlideRange","RGlap_StandardSpread","RGlap_LoanTotal","RGlap_DepositTotal","RGlap_LoanInterestTotal","RGlap_DepositInterestTotal","RGlap_HeadBranchCalcRate","RGlap_HeadBranchCalcDebitRate","RGlap_HeadBranchCalcCreditRate","RGlap_RelatedRealInterestRate","RGlap_RelatedDpstFinanceRate","RGlap_RelatedAnnualProfits","RGlap_CapitalUseDivision","RGlap_CapitalUseDetailDivision","RGlap_CapitalUseDetailDesc","RGlap_RaiseDetailItem1","RGlap_RaiseDetailItem2","RGlap_RaiseDetailItem3","RGlap_RaiseDetailMoney1","RGlap_RaiseDetailMoney2","RGlap_RaiseDetailMoney3","RGlap_FundsOnHandMoney","RGlap_RepaymentWayCode","RGlap_RepaymentInterestCode","RGlap_FirstRepayInterestDate","RGlap_FirstRepayDate","RGlap_RepayIntervalCode","RGlap_RepayInterestIntrvlCode","RGlap_RepayCapital","RGlap_RepayCount1","RGlap_RepayCount2","RGlap_RepayCount3","RGlap_EveryRepayMoney1","RGlap_EveryRepayMoney2","RGlap_EveryRepayMoney3","RGlap_SecurityFloatingExistFlg","RGlap_SecurityDesc","RGlap_Remarks","RGlap_WideUseApprovalDtls","RGlap_SubTitle","RGlap_SubTitleSupplement","RGlap_ConditionCngTypeCode","RGlap_ConditionExmptCrdtCode","RGlap_ReleaseJdgmntIntrstRate","RGlap_ApplyInterestRate","RGlap_ConditionExemptDesc","RGlap_OldVersionFlag","RGlap_RegisterFlag","RGlap_RenovationFlag","RGlap_DraftDate","RGlap_DraftUserName","RGlap_SecurityCode","RGlap_TempFlag","RGlap_InChargeUserNo","RGlap_InChargeUserName","RGlap_HQInChargeUserNo","RGlap_HQInChargeUserName","RGlap_ChangeStandardDate","RGlap_CreditNo","RGlap_BillLimitDate","RGlap_RootManagementNo","RGlap_SheetCount","RGlap_BonusTotalMoney","RGlap_ForeignMoney","RGlap_MonetaryUnit","RGlap_Reservation","RGlap_RefinanceDivision","RGlap_RefinanceFirstDate","RGlap_RefinanceUseDivision","RGlap_SelectTypeDivision","RGlap_FixedContractualRate","RGlap_VariableContractualRate","RGlap_StepRateAppliedDate","RGlap_StepRate","RGlap_StepPeriod","RGlap_OperateDetailItem1","RGlap_OperateDetailItem2","RGlap_OperateDetailItem3","RGlap_OperateDetailItem4","RGlap_OperateDetailItem5","RGlap_OperateDetailItem6","RGlap_OperateDetailItem7","RGlap_OperateDetailItem8","RGlap_OperateDetailItem9","RGlap_OperateDetailMoney1","RGlap_OperateDetailMoney2","RGlap_OperateDetailMoney3","RGlap_OperateDetailMoney4","RGlap_OperateDetailMoney5","RGlap_OperateDetailMoney6","RGlap_OperateDetailMoney7","RGlap_OperateDetailMoney8","RGlap_OperateDetailMoney9","RGlap_RaiseDetailItem4","RGlap_RaiseDetailItem5","RGlap_RaiseDetailItem6","RGlap_RaiseDetailMoney4","RGlap_RaiseDetailMoney5","RGlap_RaiseDetailMoney6","RGlap_RepayDay","RGlap_FractionDivision","RGlap_DeferInterestIntrvlCode","RGlap_BonusRepayMoney","RGlap_BonusRepayCount","RGlap_BonusBeginDate","RGlap_BonusMonth1","RGlap_BonusMonth2","RGlap_CommissionDivision","RGlap_GroupInsuranceDivision","RGlap_DebtSupport","RGlap_FireInsuranceFlag","RGlap_StartRepayDate1","RGlap_RepayDay1","RGlap_LastRepayDate1","RGlap_RepayIntervalCode1","RGlap_IncreaseDecreaseMoney1","RGlap_StartRepayDate2","RGlap_RepayDay2","RGlap_LastRepayDate2","RGlap_RepayIntervalCode2","RGlap_IncreaseDecreaseMoney2","RGlap_StartRepayDate3","RGlap_RepayDay3","RGlap_LastRepayDate3","RGlap_RepayIntervalCode3","RGlap_IncreaseDecreaseMoney3","RGlap_StartRepayDate4","RGlap_RepayDay4","RGlap_LastRepayDate4","RGlap_RepayIntervalCode4","RGlap_IncreaseDecreaseMoney4","RGlap_StartRepayDate5","RGlap_RepayDay5","RGlap_LastRepayDate5","RGlap_RepayIntervalCode5","RGlap_IncreaseDecreaseMoney5","RGlap_RelatedLoanTotal","RGlap_RelatedDepositTotal","RGlap_RelatedLoanInterestTotal","RGlap_RelatedDpstInterestTotal","RGlap_DraftBranchNo","RGlap_DraftBranchName","RGlap_ExecutionBranchNo","RGlap_StaffFinanceFlag","RGlap_ScheduledCloseMoney","RGlap_SimulScheduledCloseMoney","RGlap_DepositSecurityMny","RGlap_SimulDepositSecurityMny","RGlap_SocietyLoadMoney","RGlap_SimulSocietyLoadMoney","RGlap_AutoJudgeSettAuthority","RGlap_SettAuthorityJudgeDate","RGlap_SettAuthorityJudgeReason","RGlap_RespShareDivision","RGlap_ReceiptYear","RGlap_FixedIntstRateSelectDate","RGlap_AppSlipErrFlag","RGlap_BasisCondUpdateTime","RGlap_AutoCalcEveryRepayMoney2","RGlap_AutoCalcBonusRepayMoney","RGlap_TempAdmitFlag","RGlap_ChushinSecurityFlag","RGlap_ReapplicationCode","RGlap_EstablishmentSupport","RGlap_BusinessAssessment","RGlap_ReapplyPrevApprovalNo","RGlap_BackinApproval","RGlap_RateDownCreditNo","RGlap_NowSelectTypeDivision","RGlap_NowInterestRate","RGlap_SelectTypeDivision1","RGlap_SelectTypeRate1","RGlap_SelectTypeDivision2","RGlap_SelectTypeRate2","RGlap_SelectTypeDivision3","RGlap_SelectTypeRate3","RGlap_SelectTypeDivision4","RGlap_SelectTypeRate4","RGlap_SelectTypeDivision5","RGlap_SelectTypeRate5","RGlap_SelectTypeDivision6","RGlap_SelectTypeRate6","RGlap_SelectTypeDivision7","RGlap_SelectTypeRate7","RGlap_ConditionApprovalFlag","InsertDateTime","InsertUserNo","UpdateDateTime","UpdateUserNo"
"173000000",0,"R_RINGISYURUI3",,,,,,,,,,"00000001",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"R_RIRITUHENDO02",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/22 18:00:28,"ñ{âcìXéxìXê\êøé“1",,0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE2",2017/05/22 18:01:23,"ï\ç¬",,,,0,2017/05/22 18:00:28,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/22 18:00:28,"0010000001  ",2017/05/22 18:06:43,"0019999999  "
"17300001",0,"R_RINGISYURUI3",,,,,,,,,,"00000002",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/22 18:03:02.943,"ñ{âcìXéxìXê\êøé“1",,0,"0019999999","ñ{âcìXëSå†å¿ÉÜÅ[ÉU",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE2",2017/05/22 18:03:59.817,"ï\ç¬",,,,0,2017/05/22 18:03:02.943,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/22 18:03:02.943,"0010000001  ",2017/08/09 17:56:59.420,"0           "
"17300002",0,"R_RINGISYURUI3",,,,,,,,,,"00000010",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/22 20:17:23.437,"ñ{âcìXéxìXê\êøé“1",,0,"0019999999","ñ{âcìXëSå†å¿ÉÜÅ[ÉU",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"005","élèéxìX","005",,,,,,,,"R_KESSAIKENGE1",2017/05/22 20:17:58.967,"ñ{ïîäYìñóùóRÇ»Çµ",,,,0,2017/05/22 20:17:23.437,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/22 20:17:23.437,"0010000001  ",2022/06/13 14:14:12.840,"0           "
"17300004",1,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU32","",,," "," "," ",,"00000010",,"","R_KESSAIKENGE2","20201009","20220606","10135","10",20170621,1.00000,"",,"R_RIRITUHENDO01",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU2","202011","202011","","R_RBRKANKAKU0","",1,,,,,,0,"","",,,,,,,,,0,0,0,2017/05/22 20:49:07.093,"élèëSå†å¿ÉÜÅ[ÉU","",0,"0059999999","élèëSå†å¿ÉÜÅ[ÉU",,,,"0","20180621",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"005","élèéxìX","005",0,,,,,,,"R_KESSAIKENGE2",2017/05/22 20:49:35.007,"è§ïiå†å¿ãÊï™",""," ",,0,2017/05/22 20:49:07.093,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,,,,,,,,,,,,,,,,,,,0,2017/05/22 20:49:07.093,"0059999999  ",1936/02/23 17:56:59.303,"0           "
"17300005",2,"R_RINGISYURUI3",,,,,,,,,,"00000006",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/23 9:36:59.580,"ñ{âcìXéxìXê\êøé“1",,0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE2",2017/05/29 13:23:18.923,"ï\ç¬",,,,0,2017/05/23 9:36:59.580,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/23 9:36:59.580,"0010000001  ",2025/07/15 18:50:45.280,"0010000001  "
"17300006",8,"R_RINGISYURUI3",,,,,,,,,,"00000013",,,"R_KESSAIKENGE1","20170630"," ",,,,,,,"R_RIRITUHENDO02",,,,,,,,,,,,,,,,,,,,,,,,," "," ",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/23 11:56:18.123,"ñ{âcìXéxìXê\êøé“1",,0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE1",2024/07/10 15:54:14.420,"ñ{ïîäYìñóùóRÇ»Çµ",,,,0,2017/05/23 11:56:18.123,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/23 11:56:18.123,"0010000001  ",2024/07/12 11:21:33.957,"0           "
"17300007",0,"R_RINGISYURUI3",,,,,,,,,,"00000014",,,"R_KESSAIKENGE1","20201009","20220606",,,,,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/23 11:56:30.513,"ñ{âcìXéxìXê\êøé“1",,0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE1",2017/06/05 15:24:25.863,"ñ{ïîäYìñóùóRÇ»Çµ",,,,0,2017/06/05 15:23:42.247,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/23 11:56:30.513,"0010000001  ",2017/08/09 17:56:59.440,"0           "
"17300008",0,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU34","",,," "," "," ",,"00000003",,"","R_KESSAIKENGE2","20201009","20220606","10200","10",1111,11.00000,"",,"R_RIRITUHENDO01",,,,,,,,,,,,,"R_SIKINSITO4","R_SIKINSITOM499","aaa","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU1","202011","202011","R_KANKAKU0","R_RBRKANKAKU0","",1,,,,,,0,"","",,,,,,,,,0,0,0,2017/05/29 10:07:41.370,"ñ{âcìXéxìXê\êøé“1","",0,"601003","íÜêMÉçÅ[Éìï€èÿÉÜÅ[ÉUÇR",,,,"0"," ",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2023/01/24 14:56:54.700,"è§ïiå†å¿ãÊï™",""," ",,0,2017/05/29 10:07:41.370,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA1",,,,,,,,,,,,,,,,,,,,0,2017/05/29 10:07:41.370,"0010000001  ",2022/06/13 14:14:12.790,"0           "
"17300009",0,"R_RINGISYURUI4","R_TORIHIKISYU1","R_RINGIKAMOKU34","",,," "," "," ",,"00000003",,"","R_KESSAIKENGE2","20201009","20220606","10200","10",11111,1.00000,"",,"R_RIRITUHENDO01",,,,,,,,,,,,,"R_SIKINSITO4","R_SIKINSITOM499","Ç†Ç†Ç†","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU1","202011","202011","R_KANKAKU0","R_RBRKANKAKU0","",1,,,,,,0,"","",,,,,,,,,0,1,0,2017/05/29 13:43:39.993,"ñ{âcìXëSå†å¿ÉÜÅ[ÉU","",0,"0019999999","ñ{âcìXëSå†å¿ÉÜÅ[ÉU",,,,"0"," ",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2017/05/29 13:47:51.847,"è§ïiå†å¿ãÊï™",""," ",,0,2017/05/29 13:43:39.993,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA1",,,,,,,,,,,,,,,,,,,,0,2017/05/29 13:43:39.993,"0019999999  ",1936/02/24 17:56:59.310,"0           "
"17300010",0,"R_RINGISYURUI3",,,,,,,,,,"00000015",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/29 13:50:45.720,"ñ{âcìXéxìXê\êøé“1",,0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE2",2017/05/29 13:51:40.210,"ï\ç¬",,,,0,2017/05/29 13:50:45.720,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/29 13:50:45.720,"0010000001  ",2017/08/09 17:56:59.443,"0           "
"17300011",0,"R_RINGISYURUI3",,,,,,,,,,"00000005",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/29 15:24:20.737,"ñ{âcìXéxìXê\êøé“1",,0,"001","001ÉÜÅ[ÉU",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE2",2017/05/29 15:34:06.440,"ï\ç¬",,,,0,2017/05/29 15:24:20.737,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/29 15:24:20.737,"0010000001  ",2017/08/09 17:56:59.433,"0           "
"17300012",0,"R_RINGISYURUI3",,,,,,,,,,"00000004",,,"R_KESSAIKENGE3","20201009","20220606",,,,,,,"R_RIRITUHENDO02",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,0,0,2017/05/29 16:19:09.173,"ñ{âcìXéxìXê\êøé“1",,0,"0010000001","ñ{âcìXéxìXê\êøé“1","9999999999","ñ{ïîëSå†å¿ÉÜÅ[ÉU",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî",,,,,,,,,,,,,,,0,2017/05/29 16:19:09.173,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/05/29 16:19:09.173,"0010000001  ",2017/05/29 16:19:09.173,"0010000001  "
"17300013",0,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU34","",,," "," "," ",,"00000002",,"","R_KESSAIKENGE2","20201009","20220606","23122","71",1200000,1.00000,"",,"R_RIRITUHENDO01",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","ÉeÉXÉg","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU1","202011","202011","R_KANKAKU0","R_RBRKANKAKU0","",1,,,,,,0,"","",,,,,,,,,0,0,0,2017/05/30 11:03:57.580,"ñ{âcìXéxìXê\êøé“1","4050",0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,"0"," ",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2023/01/24 14:56:54.700,"è§ïiå†å¿ãÊï™",""," ",,0,2017/05/30 11:03:57.580,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA1",,,,,,,,,,,,,,,,,,,,0,2017/05/30 11:03:57.580,"0010000001  ",2017/08/09 17:56:59.393,"0           "
"17300014",0,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU34","",,," "," "," ",,,"17300013","","R_KESSAIKENGE2","20201009","20220606","23122","71",1300000,1.00000,"",,"R_RIRITUHENDO01",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU1","202011","202011","R_KANKAKU0","R_RBRKANKAKU0","",1,,,,,,0,"","",,,,,,,,,0,0,0,2017/05/30 12:50:44.253,"ñ{âcìXéxìXê\êøé“1","4050",0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,"0"," ",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2017/05/30 12:51:47.827,"è§ïiå†å¿ãÊï™",""," ",,0,2017/05/30 12:50:44.253,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA1",,,,,,,,,,,,,,,,,,,,0,2017/05/30 12:50:44.253,"0010000001  ",2017/08/09 17:56:59.397,"0           "
"17300015",2,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU32","",,," "," "," ",,"00000002",,"","R_KESSAIKENGE2","20201009","20220606","12064","10",1200000,2.90000,"",,"R_RIRITUHENDO03",,1.00000,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","ÉeÉXÉg","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU2","202011","202011","","R_RBRKANKAKU12","",1,,,,,,0,"","",,,,,,,,,0,0,0,2017/06/05 14:38:47.003,"ñ{âcìXéxìXê\êøé“1","",0,"0019999999","ñ{âcìXëSå†å¿ÉÜÅ[ÉU",,,,"0","20270203",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,,"02","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2018/01/16 15:54:23.307,"ñ{ïîÅ@ç¬ñ±é“ãÊï™",""," ",,0,2024/01/05 15:40:01.183,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2017/06/05 14:38:47.003,"0010000001  ",2024/01/05 15:40:01.183,"0010000001  "
"17300016",2,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU32","",,," "," "," ",,"00000002",,"","R_KESSAIKENGE2","20201009","20220606","10109","10",1200000,1.00000,"",,"R_RIRITUHENDO01",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU2","202011","202011","","R_RBRKANKAKU0","",1,,,,,,0,"","",,,,,,,,,0,3,0,2017/06/05 15:44:38.103,"ñ{âcìXéxìXê\êøé“1","",0,"0010000001","ñ{âcìXéxìXê\êøé“1",,,,,"20190320",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2017/06/05 15:45:20.667,"ï\ç¬",""," ",,0,2017/06/05 15:44:38.103,,,0,0,"","R_SOGYOSHIEN1","R_JIGYOHYOKA1",,,,,,,,,,,,,,,,,,,,0,2017/06/05 15:44:38.103,"0010000001  ",2020/02/20 16:08:23.353,"0           "
"17300017",87,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU31","",,," "," "," ",,"00000016",,"","R_KESSAIKENGE2","20201009","20220606","00001","10",10000000,1.00000,"",,"",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","","","","",,,,,"","","202011","202011","","","",,,,,,,0,"","",,,,,,,,,0,1,0,2017/06/09 16:07:14.827,"ñ{âcìXëSå†å¿ÉÜÅ[ÉU","",0,"0019999999","ñ{âcìXëSå†å¿ÉÜÅ[ÉU","9999999999","ñ{ïîëSå†å¿ÉÜÅ[ÉU",,"510101006"," ",,1,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2017/06/09 16:14:25.273,"äÑà¯Å@àÍî ë›",""," ",,0,2017/06/09 16:14:08.450,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,,,,,,,,,,,,,,,,,,,0,2017/06/09 16:07:14.827,"0019999999  ",2024/09/06 14:25:07.003,"AccountTran "
"17300018",1,"R_RINGISYURUI3",,,,,,,,,,"00000017",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"202011","202011",,,,,,,,,,,,,"","R_SUBTITLE0101","",,,,,,0,1,0,2017/06/13 17:24:49.123,"001ÉÜÅ[ÉU",,0,"001","001ÉÜÅ[ÉU","9999999999","ñ{ïîëSå†å¿ÉÜÅ[ÉU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE2",2017/06/13 17:36:53.027,"ñ{ïîÅ@ç¬ñ±é“ãÊï™",,,,0,2017/06/13 17:24:49.123,,,0,0,"",,,,,,,,,,,,,,,,,,,,,,0,2017/06/13 17:24:49.123,"001         ",2017/08/09 17:56:59.457,"0           "
"17300020",87,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU31","",,," "," "," ",,"00000023",,"","R_KESSAIKENGE2","20201009","20220606","00001","10",123456,0.10000,"",,"",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","","","","",,,,,"","","202011","202011","","","",,,,,,,0,"","",,,,,,,,,0,1,0,2017/08/08 9:53:19.410,"ñ{âcìXéxìXê\êøé“1","",0,"0010000001","ñ{âcìXéxìXê\êøé“1","9999999999","ñ{ïîëSå†å¿ÉÜÅ[ÉU",,"510101006"," ",,1,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE2",2017/08/08 10:11:12.843,"äÑà¯Å@àÍî ë›",""," ",,0,2017/08/08 9:56:02.880,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,,,,,,,,,,,,,,,,,,,0,2017/08/08 9:53:19.410,"0010000001  ",2024/09/06 14:25:07.003,"AccountTran "
"17300021",15,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU31","",,," "," "," ",,"00000024",,"","R_KESSAIKENGE2","20201009","20220606","00001","10",15000000,3.00000,"",,"",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM105","","","","",,,,,"","","202011","202011","","","",,,,,,,0,"","",,,,,,,,,0,0,0,2017/08/08 10:29:37.723,"élèéxìXê\êøé“1","",0,"0050000001","élèéxìXê\êøé“1",,,,," ",,1,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"005","élèéxìX","005",0,,,,,,,"R_KESSAIKENGE2",2017/08/08 18:38:11.080,"äÑà¯Å@àÍî ë›",""," ",,0,2017/08/08 11:26:59.753,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA1",,,,,,,,,,,,,,,,,,,,0,2017/08/08 10:29:37.723,"0050000001  ",2017/08/09 17:56:59.273,"0           "
